Hour,Temperature,Load
22,80.52,2146210
23,79.68,1886835
24,78.52,1627889
1,77.96,1416294
2,76.88,1274828
3,76.28,1184628
4,75.8,1126243
5,75.16,1101214
6,74.44,1138693
7,73.92,1230620
8,76.24,1273553
9,80.16,1399004
10,83.4,1602272
11,85.92,1841801
12,87.8,2078471
13,89.24,2282320
14,89.84,2435861
15,90.6,2546812
16,90.92,2633161
17,90.84,2680033
18,90.08,2700682
19,89.24,2676114
20,86.24,2535411
21,83.48,2390443
22,81.8,2251063
23,80.72,1982947
24,79.88,1714429
1,78.68,1503380
2,78.2,1361212
3,77.44,1264230
4,76.68,1200210
5,76.48,1171688
6,75.88,1212718
7,75.64,1293370
8,77.28,1337204
9,81.2,1460311
10,84.88,1684108
11,87.84,1953413
12,89.6,2210269
13,91.12,2416161
14,91.68,2569486
15,91.88,2659135
16,92.72,2605969
17,92.04,2655454
18,91.56,2685649
19,90.04,2652602
20,87.04,2628537
21,84.56,2496505
22,83.12,2353374
23,81.72,2087980
24,80.8,1812461
1,80.32,1596381
2,79.64,1454502
3,78.6,1356639
4,77.96,1286950
5,77.8,1256592
6,77.08,1286399
7,76.84,1374655
8,78.44,1410589
9,81.96,1531674
10,85.44,1755714
11,88.24,2019265
12,89.64,2269416
13,90.92,2475947
14,91.32,2611130
15,90.88,2675874
16,90.88,2681203
17,90.96,2600043
18,90.48,2643560
19,88.48,2598357
20,85.44,2465544
21,83.28,2354976
22,81.6,2236856
23,80.8,1989624
24,80.2,1738851
1,79.48,1533805
2,78.92,1403945
3,78.28,1312460
4,78.2,1249050
5,77.6,1224314
6,77.16,1258404
7,76.36,1341774
8,78.28,1387240
9,81.8,1514415
10,84.76,1733591
11,87.2,1991519
12,89.28,2238614
13,90.4,2424285
14,89.44,2531872
15,89.08,2502502
16,88.52,2475705
17,87.28,2428863
18,84.44,2293892
19,81.64,2146896
20,79.76,1996573
21,78.44,1890247
22,77.72,1791206
23,76.6,1637434
24,76.04,1465527
1,75.56,1311789
2,75.4,1199943
3,75.16,1126443
4,74.72,1076921
5,74.56,1044856
6,74.12,1052502
7,73.88,1093323
8,75.6,1168949
9,79.48,1370129
10,82.2,1584502
11,83.84,1787406
12,85.36,1983628
13,86.88,2156519
14,86.44,2290965
15,86.64,2349043
16,85.72,2327918
17,81.96,2221502
18,80.16,2096122
19,78.8,1960485
20,77.8,1836268
21,76.8,1766849
22,76.44,1701655
23,75.76,1558298
24,75.36,1394561
1,75.32,1244694
2,75.16,1133626
3,75.12,1060897
4,74.8,1013039
5,74.72,987895
6,74.24,993022
7,73.96,1026360
8,74.88,1109773
9,78.08,1336935
10,81.2,1577274
11,83.36,1809361
12,85.08,2036591
13,86.6,2216245
14,86.72,2323753
15,85.32,2318994
16,84.84,2255766
17,83.92,2200012
18,82.84,2178048
19,82.24,2124650
20,81.28,2030551
21,79.32,1963450
22,78.32,1883615
23,77.64,1680705
24,76.92,1466334
1,76.44,1286841
2,75.6,1171414
3,75,1096789
4,74.84,1054630
5,74.72,1042247
6,74.36,1099995
7,74.2,1206640
8,75.72,1264342
9,79.12,1393872
10,82.32,1596948
11,84.64,1836725
12,86.24,2075801
13,87,2264042
14,86.84,2366482
15,87.24,2411528
16,87.12,2413330
17,85.04,2405828
18,83.44,2389878
19,82.6,2316440
20,80.68,2219525
21,79.2,2126754
22,78.32,2006590
23,77.56,1770061
24,76.96,1534481
1,76.56,1339760
2,76.2,1220979
3,75.72,1143708
4,75.08,1093394
5,74.92,1080409
6,74.88,1132818
7,74.44,1244964
8,75.6,1290717
9,78.36,1394523
10,81.2,1565506
11,83.56,1758190
12,84.92,1962251
13,85.64,2134365
14,86.08,2260565
15,86.92,2349857
16,87.52,2341802
17,86.56,2397357
18,85.88,2420722
19,83.8,2434649
20,81.88,2297824
21,79.84,2187994
22,79.12,2052487
23,78.36,1824549
24,77.48,1577501
1,76.88,1382131
2,76.44,1254257
3,75.92,1173721
4,75.56,1124913
5,75.48,1111547
6,75.24,1162158
7,74.92,1276874
8,76.08,1319464
9,78.64,1418570
10,81.72,1592244
11,83.64,1790054
12,85.76,2008744
13,86.88,2183520
14,87.52,2300032
15,86.6,2335445
16,86.28,2325519
17,85.76,2338223
18,84.8,2363348
19,83.44,2341021
20,82.24,2231544
21,80.68,2136967
22,79.48,2017604
23,78.84,1787272
24,78,1548683
1,77.04,1354815
2,76.6,1236907
3,76.12,1160749
4,75.96,1111013
5,75.6,1097941
6,75.48,1153960
7,75.24,1276375
8,76.64,1321252
9,79.84,1445710
10,82.48,1639163
11,84.64,1862618
12,86.88,2069479
13,87.92,2240856
14,88.68,2355700
15,88.2,2407135
16,87.08,2330721
17,85.8,2298360
18,84.64,2284437
19,83.08,2301857
20,81.68,2190448
21,80.28,2115879
22,78.76,2014207
23,78.2,1795386
24,77.4,1563832
1,76.8,1372784
2,76.24,1258251
3,76.04,1176591
4,75.52,1125550
5,75.04,1106894
6,74.64,1153518
7,74.32,1274726
8,75.92,1318060
9,78.84,1442161
10,81.84,1626290
11,83.84,1830125
12,85.12,2014488
13,85.48,2158939
14,85.72,2265195
15,84.68,2310928
16,83.56,2262846
17,82.96,2178679
18,82.2,2116924
19,80.96,2055073
20,79.68,1964078
21,77.88,1906289
22,77.08,1830401
23,76.6,1662811
24,76.2,1471984
1,75.6,1310569
2,75.12,1193121
3,74.72,1115063
4,74.48,1063833
5,74.32,1043883
6,74.04,1050494
7,73.64,1088774
8,74.92,1159451
9,77.48,1363922
10,81.48,1617573
11,83.56,1862192
12,85.28,2075115
13,86.2,2245749
14,85.68,2351343
15,85.76,2386285
16,85.2,2357388
17,84.76,2293774
18,83.04,2206279
19,81.16,2048878
20,79.84,1916917
21,78,1849429
22,76.96,1766203
23,76.56,1603358
24,76,1422038
1,75.12,1261633
2,74.84,1149478
3,74.96,1081798
4,74.24,1035217
5,74.04,1010275
6,73.6,1004586
7,73.48,1034307
8,74.88,1113093
9,77.72,1343124
10,81.12,1612910
11,83.88,1854094
12,85.2,2056896
13,85.4,2174770
14,85.12,2199251
15,83.44,2112791
16,82.52,1999420
17,82.48,1929010
18,79.96,1903300
19,78.72,1863640
20,78.48,1827497
21,77.48,1813551
22,76.8,1737259
23,76.52,1539954
24,75.92,1337920
1,75.64,1173071
2,74.92,1083505
3,74.76,1033230
4,74.52,1005321
5,74.48,1011703
6,74.04,1086921
7,73.84,1248698
8,74.6,1290253
9,76.52,1331575
10,79.56,1469548
11,82.12,1665228
12,83.84,1841370
13,84.8,1963137
14,84.92,2027008
15,84.84,2068889
16,84.36,2091636
17,82.96,2111482
18,82.56,2115116
19,82.12,2087585
20,81.24,2025153
21,79.88,1992443
22,78.88,1888043
23,78.2,1645878
24,77.84,1415772
1,77.36,1247085
2,77.24,1149066
3,76.6,1087359
4,76.24,1052746
5,75.6,1053732
6,75.28,1132518
7,74.92,1291597
8,75.6,1322078
9,78.88,1392439
10,82.12,1566196
11,84.32,1789673
12,86.12,2000582
13,86.4,2148700
14,87.44,2253183
15,87.24,2300789
16,86.72,2322191
17,85.8,2324427
18,84.84,2306437
19,82.88,2255130
20,81.48,2163029
21,80.28,2108975
22,79.2,1981894
23,78.56,1740451
24,78.48,1501162
1,77.8,1325164
2,77.72,1214373
3,77.4,1145936
4,76.96,1108898
5,76.68,1104889
6,76.16,1181105
7,75.76,1341982
8,76.8,1363374
9,79.76,1418745
10,83.28,1589802
11,85.44,1812702
12,87.36,2022801
13,87.68,2165250
14,88.48,2258273
15,88.32,2317518
16,88.28,2380890
17,87.48,2444626
18,87.24,2429556
19,86.6,2453249
20,84.6,2350191
21,81.84,2258421
22,81.04,2116755
23,79.76,1853553
24,79.24,1588520
1,78.8,1396815
2,78.44,1280406
3,77.68,1207461
4,77.28,1158727
5,77.08,1145156
6,76.72,1218104
7,76.04,1379240
8,77.2,1393795
9,80.04,1455137
10,83.12,1644045
11,85.68,1882883
12,87.64,2106000
13,88.88,2294113
14,88.72,2411224
15,89.84,2456483
16,89.52,2386222
17,87.92,2365192
18,87.2,2391185
19,85.88,2442492
20,84.12,2360941
21,82.8,2281300
22,81.24,2139875
23,80.6,1875900
24,79.92,1620407
1,79.04,1429319
2,78.8,1308048
3,77.96,1228938
4,77.52,1180164
5,77.12,1162774
6,76.64,1224110
7,76.72,1377265
8,78.28,1407713
9,81.24,1492329
10,84.28,1685661
11,87.12,1927354
12,88.88,2162220
13,90.2,2357303
14,90.48,2490845
15,90.32,2548509
16,89.84,2517050
17,88.52,2488394
18,86.84,2460432
19,85.84,2350679
20,83.8,2199603
21,81.92,2122686
22,80.8,2012855
23,80.16,1810461
24,79.16,1607713
1,78.28,1427339
2,77.64,1299295
3,77.08,1210094
4,76.68,1155146
5,76.28,1126892
6,76.16,1131199
7,75.6,1165946
8,76.68,1234612
9,79.72,1429476
10,83.84,1704412
11,86.32,1980463
12,88.08,2222311
13,89.24,2396427
14,89.88,2519114
15,90.64,2520413
16,90.88,2545770
17,90.08,2568869
18,89.76,2550416
19,88.48,2475357
20,86.08,2343378
21,83.84,2243318
22,81.96,2109349
23,81.12,1901339
24,80.08,1688433
1,79.48,1501035
2,78.72,1367858
3,78.16,1275420
4,77.76,1210202
5,77.16,1168583
6,76.68,1159860
7,76.24,1182955
8,77.32,1247721
9,80.56,1485448
10,84.04,1772881
11,86.64,2033834
12,88.52,2267062
13,89.92,2461814
14,91,2584193
15,89.8,2558310
16,88.72,2495168
17,87.96,2424838
18,86.92,2335954
19,84.32,2234862
20,81.64,2140505
21,80.12,2089680
22,78.76,1961947
23,78.36,1719592
24,77.44,1488866
1,76.76,1309471
2,76.2,1202821
3,75.72,1139725
4,75.16,1098898
5,75.12,1094061
6,74.76,1166820
7,74.56,1330964
8,75.72,1358087
9,79.56,1434603
10,83.4,1615874
11,86.28,1854773
12,88.64,2111990
13,90,2334313
14,91,2497210
15,91.72,2496658
16,91.12,2483059
17,90.76,2533161
18,89.12,2530089
19,87.44,2557734
20,84.84,2462183
21,82.8,2378442
22,81.48,2202879
23,80.56,1913109
24,80.16,1649763
1,79.24,1453043
2,79.04,1332948
3,78.28,1247343
4,77.64,1196761
5,77.2,1171297
6,76.28,1250177
7,75.96,1408703
8,77.76,1429139
9,81.16,1506072
10,84.6,1704932
11,86.8,1941437
12,88.84,2184313
13,90.24,2400731
14,91.32,2551913
15,91.8,2543748
16,92.2,2597727
17,92.12,2666699
18,91.48,2702081
19,89.16,2766132
20,86.56,2659847
21,84.6,2569683
22,82.88,2373422
23,82.04,2081314
24,81.36,1804955
1,80.56,1594501
2,79.76,1455600
3,79.4,1362337
4,78.76,1303198
5,78.04,1279538
6,77.48,1334122
7,76.92,1481160
8,78.52,1494322
9,81.92,1564319
10,84.84,1754377
11,87.32,2003520
12,89.32,2249973
13,90.76,2469839
14,91.92,2611929
15,92.44,2661757
16,92.72,2656030
17,92.2,2636299
18,90.8,2616617
19,88.64,2579795
20,86.32,2477485
21,84.4,2416542
22,82.4,2254394
23,82.12,1974188
24,81.24,1716920
1,80.36,1526244
2,79.56,1391763
3,78.88,1302314
4,77.96,1244905
5,77.68,1217416
6,77,1281909
7,76.6,1434229
8,78.16,1454061
9,81.72,1525256
10,85.64,1719911
11,88.16,1968387
12,89.68,2217302
13,91.28,2436352
14,91.76,2598435
15,92,2681223
16,90.96,2688929
17,90.28,2652443
18,88.72,2624593
19,87.16,2571675
20,84.6,2462934
21,83.08,2396538
22,81.8,2235093
23,81.4,1963186
24,80.2,1706208
1,79.44,1505046
2,78.96,1375679
3,78.96,1296422
4,78.64,1245260
5,78.12,1226017
6,77.52,1289371
7,77.36,1445317
8,78.32,1473193
9,82.08,1541540
10,85.64,1736605
11,88.32,1992007
12,90.2,2237662
13,91.4,2442198
14,92.52,2597244
15,92.88,2673134
16,92.92,2693868
17,91.84,2667662
18,90.08,2608525
19,88.24,2499441
20,84.92,2362950
21,83.08,2281891
22,82.12,2136664
23,81.44,1929477
24,81,1716521
1,80.12,1530735
2,79.2,1399614
3,78.68,1310463
4,78.24,1249690
5,77.8,1213039
6,77.48,1211267
7,76.64,1245181
8,78.04,1303645
9,81.6,1507208
10,85.28,1782213
11,88.56,2071324
12,90.64,2337288
13,91.24,2528221
14,91.96,2632796
15,90.88,2608929
16,88.88,2459766
17,87.52,2355570
18,86.12,2267500
19,84.36,2150468
20,82.44,2029063
21,80.88,1979052
22,79.92,1864057
23,79.32,1689685
24,78.88,1508209
1,78.12,1344501
2,77.52,1229302
3,76.92,1152071
4,76.64,1104171
5,76.24,1074921
6,76.2,1073401
7,75.88,1108453
8,76.8,1175764
9,80.36,1401454
10,84.28,1680364
11,87.44,1950698
12,89.76,2214191
13,91.36,2449727
14,92.68,2608238
15,92.4,2715511
16,91.28,2735656
17,89.76,2732745
18,88.48,2707319
19,86.72,2643849
20,84.4,2508205
21,82.32,2434560
22,81.24,2233369
23,80.16,1951207
24,79.72,1682832
1,79.08,1478150
2,78.52,1351252
3,78.08,1265466
4,77.4,1217616
5,76.92,1200824
6,76.68,1267679
7,76.12,1423494
8,77.08,1445125
9,80.84,1506809
10,84.48,1698828
11,87.64,1951016
12,89.24,2205851
13,90.76,2419423
14,90.88,2562230
15,92.12,2646562
16,92.28,2666391
17,91.04,2678500
18,90,2688136
19,88.12,2632408
20,85.04,2520010
21,82.68,2442618
22,81.6,2227767
23,80.88,1937284
24,80.08,1674376
1,79.36,1481094
2,78.64,1358415
3,78,1274775
4,77.6,1223392
5,77.44,1209286
6,77,1274143
7,76.44,1426213
8,77.12,1435862
9,80.84,1489152
10,84.08,1667057
11,86.6,1918403
12,89.04,2157690
13,90.24,2365575
14,90.48,2493923
15,90.2,2514370
16,89.4,2460962
17,87.72,2464299
18,86.48,2453367
19,84.24,2387926
20,82.2,2279680
21,80.4,2217442
22,79.56,2022355
23,79.2,1772549
24,78.56,1538400
1,78.08,1367783
2,77.32,1261106
3,76.88,1190219
4,76.64,1147624
5,76.52,1137003
6,76.24,1209825
7,75.92,1378809
8,77.24,1398677
9,80.72,1476162
10,84.36,1664023
11,86.96,1901112
12,88.12,2130668
13,89.8,2322559
14,90,2451806
15,89.76,2493883
16,88.12,2471878
17,87.44,2462506
18,87.32,2480313
19,86.52,2444350
20,84.52,2332894
21,83,2285101
22,82,2121181
23,81.04,1869471
24,80.6,1620107
1,80.28,1433246
2,79.56,1315123
3,79.4,1248427
4,79.24,1211273
5,79.08,1208367
6,78.72,1288843
7,78.32,1457362
8,79.48,1486649
9,82.08,1561438
10,84.84,1742297
11,86.76,1949278
12,87.8,2144785
13,87.88,2293822
14,87.96,2373990
15,87.48,2373464
16,87.96,2364158
17,86.84,2382676
18,85.36,2380447
19,84,2335438
20,82.16,2219534
21,81.04,2174710
22,80.64,2026075
23,80.12,1804784
24,79.8,1586767
1,78.88,1426329
2,78.72,1330655
3,78.8,1270879
4,78.56,1229607
5,78.32,1223826
6,78.2,1298574
7,77.96,1471280
8,78.8,1508128
9,81,1569534
10,82.4,1693654
11,84.56,1859173
12,85.56,1999057
13,86.16,2115560
14,87.8,2223992
15,87.64,2298120
16,87.36,2333561
17,86.36,2334065
18,85.2,2289953
19,82.16,2137160
20,81.08,1984802
21,80.08,1941549
22,79.84,1822434
23,79.48,1669877
24,78.92,1502111
1,78.32,1350747
2,77.88,1245183
3,77.92,1182675
4,77.72,1146076
5,77.48,1134505
6,77.44,1157013
7,77.04,1210260
8,77.72,1292134
9,80.12,1489786
10,82.64,1730908
11,85,1948125
12,86.96,2119920
13,87.72,2266679
14,88.76,2350807
15,87.72,2395627
16,87.32,2444003
17,86.84,2442352
18,85.68,2362990
19,84,2220887
20,82.68,2094106
21,81.68,2044480
22,81.04,1918644
23,80.84,1752832
24,80.56,1586126
1,79.92,1433265
2,79.64,1332534
3,79.4,1264089
4,79.12,1220257
5,78.68,1195031
6,78.56,1197400
7,78.56,1233225
8,79.56,1314624
9,81.8,1541073
10,84.12,1796473
11,85.8,2018823
12,87.64,2223522
13,88.32,2402359
14,89.8,2522212
15,88.96,2573756
16,86.8,2519599
17,85.76,2425489
18,84.4,2277492
19,82.44,2140996
20,81.32,2044043
21,80.12,2016411
22,79.84,1879956
23,79.68,1681509
24,79.44,1478270
1,79.16,1327643
2,79.24,1241738
3,79.28,1196488
4,79.6,1178983
5,79.32,1188676
6,79.36,1281406
7,79.32,1461815
8,80.2,1498546
9,82.2,1564593
10,84.88,1728849
11,87.48,1940101
12,88.96,2135149
13,89.72,2284667
14,90.2,2387004
15,89.16,2450511
16,88,2465961
17,87.76,2460336
18,86.28,2432011
19,84.6,2378557
20,83.24,2292653
21,82.12,2271901
22,81.68,2094317
23,81.56,1850640
24,81.12,1619801
1,80.84,1452785
2,80.56,1353762
3,80.2,1295435
4,80.12,1260501
5,80.04,1260909
6,79.84,1345257
7,79.72,1522273
8,80.2,1553784
9,81.88,1597067
10,84.48,1747498
11,86.84,1934710
12,88.48,2109881
13,88.96,2236934
14,88.24,2296228
15,89.32,2337556
16,88.96,2402332
17,88.2,2385899
18,87.24,2433397
19,84.88,2349464
20,83.2,2224066
21,82.12,2241687
22,81.2,2063435
23,80.76,1814955
24,80.28,1583780
1,79.84,1408767
2,79.24,1298838
3,78.88,1234319
4,78.56,1200414
5,78.36,1196614
6,78.2,1274948
7,77.88,1449005
8,78.92,1477998
9,81,1517761
10,83.56,1663240
11,85.68,1838044
12,87.52,1974789
13,87,2037066
14,85.88,2039970
15,85.52,2015100
16,84.48,2012232
17,84.16,1964801
18,83.84,2024555
19,83.16,2026806
20,81.72,1971529
21,80.8,2044982
22,80,1927148
23,79.72,1711312
24,79,1492355
1,78.52,1323008
2,78.2,1235292
3,77.8,1173250
4,77.4,1142465
5,77.2,1138865
6,76.92,1229233
7,76.48,1408027
8,77.52,1438089
9,79.68,1472172
10,82,1589760
11,84.08,1712160
12,85.52,1857203
13,86.48,1982300
14,87.04,2087366
15,87.56,2157679
16,88.2,2148624
17,87.56,2202586
18,87.28,2204515
19,86.24,2185206
20,83.68,2216070
21,81.88,2198202
22,81.04,2038505
23,80.08,1803332
24,79.64,1573080
1,78.68,1384366
2,78.08,1272558
3,77.4,1203995
4,77.16,1155303
5,76.72,1143638
6,76,1211347
7,75.4,1380168
8,76.28,1404882
9,79.72,1454126
10,83.2,1607957
11,86.12,1820408
12,88.32,2040393
13,89.16,2242307
14,88.92,2345133
15,87.92,2285155
16,87.04,2231651
17,86.2,2246618
18,85.08,2192540
19,83.4,2099119
20,81.36,1991924
21,80.08,1947166
22,79.16,1814238
23,78.44,1646895
24,78.16,1467949
1,77.2,1305054
2,76.88,1191751
3,75.68,1110103
4,74.96,1060291
5,74.6,1029478
6,73.96,1032429
7,73.84,1070451
8,74.48,1126031
9,77.68,1301185
10,82.16,1541081
11,85.16,1779860
12,87.28,2007963
13,88,2167706
14,88.68,2275180
15,89.28,2326307
16,88.76,2348070
17,87.6,2347591
18,86.96,2307437
19,84.48,2213319
20,81.64,2073337
21,79.8,2005959
22,79.08,1847068
23,78.4,1660421
24,77.72,1475951
1,77.2,1306768
2,76.4,1188419
3,75.84,1104597
4,75.52,1059597
5,74.96,1031094
6,74.64,1029593
7,74.24,1061117
8,74.68,1119006
9,77.48,1301714
10,82.2,1540289
11,84.6,1767013
12,86.72,1977755
13,87.88,2140145
14,88.44,2252822
15,89,2318016
16,88.32,2345876
17,88.44,2356208
18,86.48,2326342
19,84.52,2219901
20,82.2,2073014
21,80.16,2008948
22,78.84,1845206
23,77.96,1648856
24,76.92,1465779
1,76.6,1301845
2,76.32,1183502
3,76.32,1104632
4,75.88,1054948
5,75.28,1030436
6,74.72,1042007
7,74.56,1081433
8,74.84,1128720
9,76.76,1272083
10,79.16,1507404
11,82,1752201
12,83.96,1945986
13,85.36,2061576
14,84.84,2112333
15,85.12,2142378
16,83.88,2146590
17,83.6,2163302
18,82.6,2172524
19,81.4,2102453
20,79.4,1992231
21,77.88,1961597
22,76.88,1790286
23,76.76,1576767
24,76.24,1360649
1,75.68,1199625
2,74.96,1101992
3,74.56,1041929
4,74.36,1010186
5,74.12,1014324
6,74.08,1099640
7,73.96,1268373
8,74.64,1293714
9,76.48,1318962
10,79.56,1449578
11,82.04,1622077
12,83.52,1780295
13,84.44,1915506
14,84.08,2014329
15,84.12,2059227
16,83.32,2046273
17,83.08,2026052
18,82.04,2030888
19,80.24,1985674
20,78.76,1927826
21,77.76,1915905
22,77.36,1769116
23,76.6,1564356
24,76.36,1362304
1,76.2,1214227
2,76.04,1128026
3,75.64,1074321
4,75.64,1049598
5,75.04,1053705
6,74.8,1139375
7,74.56,1316220
8,74.68,1352345
9,75.88,1351928
10,78,1410381
11,79.96,1512991
12,81.68,1653401
13,83.12,1771777
14,84.04,1845717
15,83.76,1902642
16,83.16,1944765
17,82.36,1978331
18,82.08,2002119
19,81,1980538
20,79.8,1936252
21,78.84,1943530
22,78.64,1809437
23,78.24,1606369
24,78.08,1399699
1,77.24,1247133
2,77,1155508
3,76.88,1101498
4,76.44,1071723
5,76.16,1075213
6,76.04,1158504
7,75.56,1337469
8,75.64,1374234
9,77.08,1365783
10,79.24,1436315
11,81.24,1556966
12,82.68,1685759
13,83.52,1796930
14,83.92,1873115
15,84.08,1931165
16,84.48,1980188
17,84.48,2034189
18,83.52,2054571
19,82.12,2017796
20,80.56,1974509
21,79.24,1976297
22,78.56,1830215
23,77.92,1611160
24,77.16,1391001
1,76.68,1221734
2,76.12,1120806
3,75.4,1060684
4,74.56,1026597
5,74.2,1021202
6,73.88,1101134
7,73.48,1268076
8,73.88,1307914
9,75.84,1308176
10,78.68,1398648
11,81.4,1542884
12,83.36,1710148
13,84.6,1865451
14,85.64,1982531
15,85.88,2078458
16,86.76,2175289
17,85.84,2241911
18,85.24,2259726
19,83.72,2172433
20,80.88,2021109
21,78.68,1962701
22,77.08,1792820
23,76.4,1599153
24,74.56,1393370
1,73.64,1212960
2,72.28,1082344
3,71.8,997348
4,71.04,945166
5,70.68,913421
6,70.04,923462
7,69.72,961762
8,70.64,1016199
9,74.76,1179126
10,79.24,1382287
11,82.6,1598525
12,84.8,1804655
13,86.28,1994949
14,87.36,2165988
15,88.12,2296685
16,88.68,2370682
17,88.08,2376935
18,87.08,2362212
19,84.96,2265408
20,81.52,2090884
21,78.32,2001174
22,77.08,1824225
23,75.88,1628396
24,74.64,1428026
1,73.36,1242895
2,72.32,1107640
3,71.32,1017209
4,70.6,959831
5,70.2,920886
6,69.4,911567
7,69.24,945072
8,69.88,999025
9,74.52,1176077
10,79.12,1393012
11,82.64,1590354
12,85.04,1788650
13,86.84,1987799
14,88.04,2151001
15,88.2,2267990
16,88.56,2339248
17,88.24,2357785
18,87.04,2346858
19,84.64,2265435
20,80.88,2110171
21,78.72,2057057
22,77.12,1840269
23,76.24,1591197
24,75.28,1355074
1,74.44,1168839
2,73.48,1057643
3,73.16,983419
4,72.72,947779
5,71.96,944239
6,71.68,1027836
7,71.32,1196034
8,71.8,1224680
9,75.4,1260754
10,80.08,1391605
11,82.64,1575571
12,84.92,1784267
13,86.92,1990883
14,88.36,2174502
15,88.88,2294404
16,89.24,2294066
17,88.84,2327581
18,87.6,2331626
19,85.64,2347351
20,81.8,2249882
21,79.72,2181980
22,77.96,1950020
23,76.84,1675844
24,75.8,1419407
1,74.88,1227934
2,73.76,1115519
3,73,1037660
